#,Category,Product Name,Sale Price ($),Regular Price ($),Discount ($),Discount (%),Stock Status,Product URL,Full Description
43,Tailgate,2023-2026 Ford F250 F350 F450 Factory Tailgate Carbonized Grey Step Camera OEM (v2),1699.99,1799.99,100.0,5.6%,Out of Stock,https://texastruckparts.shop/product/2023-2026-ford-f250-f350-f450-factory-tailgate-carbonized-grey-step-camera-oem-2/,"Genuine OEM take-off tailgate in Carbonized Grey for 2023–2026 Ford F250/F350/F450; SKU 147867. Features factory integrated tailgate step for easy bed access. Removed from a low-mileage truck and carefully inspected. What you see in photos is what you receive — expect a genuine OEM part in the condition shown, not brand new. Direct bolt-on installation across all bed configurations. Requires transferring latch cables and wiring harness. Ships from Sugar Land, TX within 1–2 business days. Financing available."
44,Tailgate,2023-2026 Ford F250 F350 F450 Factory Tailgate Carbonized Grey Step Camera OEM,1699.99,1799.99,100.0,5.6%,Out of Stock,https://texastruckparts.shop/product/2023-2026-ford-f250-f350-f450-factory-tailgate-carbonized-grey-step-camera-oem/,"Genuine OEM take-off tailgate in Carbonized Grey for 2023–2026 Ford F250/F350/F450; SKU 146506. Features integrated tailgate step with camera compatibility. Removed from a low-mileage truck and carefully inspected. Direct bolt-on installation with factory-matched body lines. Compatible across all bed configurations (short/long bed, SRW, dually). Requires transferring existing latch cables and wiring harness. Repainting available if needed to match truck color. Ships from Sugar Land, TX within 1–2 business days. Financing available."
45,Tailgate,2020-2026 Chevy Silverado 2500 3500 Factory Tailgate Hunter Green OEM,999.99,1100.0,100.01,9.1%,Out of Stock,https://texastruckparts.shop/product/2020-2026-chevy-silverado-2500-3500-factory-tailgate-hunter-green-oem/,"Genuine OEM take-off tailgate in Hunter Green for 2020–2026 Chevy Silverado 2500/3500; SKU 881603. No step. Removed from a low-mileage truck and carefully inspected. Direct-fit, bolt-on installation. VIN verification and fitment assistance available. OEM take-offs cost 40–60% less than dealer pricing. Fits all bed configurations. Installation requires removing hinge pins/bolts and transferring latch cables and wiring harness. Universal fit across bed types. Ships within 1–2 business days from Sugar Land, TX. Financing available."
46,Tailgate,2020-2026 Chevy Silverado 2500 3500 Factory Tailgate Summit White OEM (v2),999.99,1100.0,100.01,9.1%,Out of Stock,https://texastruckparts.shop/product/2020-2026-chevy-silverado-2500-3500-factory-tailgate-summit-white-oem-2/,"Genuine OEM take-off tailgate in Summit White for 2020–2026 Chevy Silverado 2500/3500; SKU 856622. No step. Carefully removed and inspected from a low-mileage truck. Fits all bed configurations including short bed, long bed, SRW, and dually trucks. Installation requires removing hinge pins or bolts and transferring existing latch cables and wiring harness. May need repainting if color doesn't match buyer's truck. Ships from Sugar Land, TX within 1–2 business days via freight carrier. Flexible financing available."
47,Tailgate,2023-2026 Ford F250 F350 Factory Tailgate Carbonized Grey Camera Hole NO STEP,899.99,950.0,50.01,5.3%,Out of Stock,https://texastruckparts.shop/product/2023-2026-ford-f250-f350-factory-tailgate-carbonized-grey-camera-hole-no-step/,"Genuine OEM take-off tailgate in Carbonized Grey for 2023–2026 Ford F250/F350/F450 — no step, with factory camera hole cutout. Removed from a low-mileage truck and carefully inspected. Direct-fit, bolt-on installation across all bed configurations (short bed, long bed, SRW, dually). Installation involves removing hinge pins/bolts from existing tailgate and transferring latch cables and wiring harness. What you see in photos is what you receive. Ships from Sugar Land, TX within 1–2 business days via freight carrier."
48,Tail Lights,2017-2019 Ford Super Duty F250 F350 F450 Right Halogen Tail Light OEM Genuine,199.99,210.0,10.01,4.8%,In Stock (1),https://texastruckparts.shop/product/2017-2019-ford-super-duty-f250-f350-f450-right-halogen-tail-light-oem-genuine/,"Genuine OEM take-off passenger-side (RH) halogen tail light for 2017–2019 Ford F250/F350/F450 Super Duty. Removed from a truck undergoing restoration or customization. Includes lens, housing, halogen bulb array, and wiring harness. Direct-fit, bolt-on installation using original factory mounting studs and wiring connectors. Refer to photos for exact condition. Saves 40–60% vs. dealer pricing with the same factory quality. Free commercial shipping from Sugar Land, TX. Local pickup available. VIN verification: (832) 706-8091."
49,Tail Lights,2017-2019 Ford F250 F350 F450 LH Driver Halogen Tail Light Factory OEM Used,199.99,210.0,10.01,4.8%,In Stock (1),https://texastruckparts.shop/product/2017-2019-ford-f250-f350-f450-lh-driver-halogen-tail-light-factory-oem-used/,"Genuine OEM take-off driver-side (LH) halogen tail light for 2017–2019 Ford F250/F350/F450. Removed from a low-mileage truck and carefully inspected. Direct-fit, bolt-on installation without modifications — uses original factory mounting studs and wiring connectors. Installation approximately 15 minutes using basic hand tools. Refer to all product photographs carefully — what you see is what you receive. Free commercial shipping from Sugar Land, TX. Financing through Snap Finance, Progressive Leasing, and Acima."
50,Tail Lights,2019-2024 Dodge Ram 2500 3500 LED BLISS Tail Light Left Hand Drivers OEM,399.99,415.0,15.01,3.6%,In Stock (1),https://texastruckparts.shop/product/2019-2024-dodge-ram-2500-3500-led-bliss-tail-light-left-hand-drivers-oem/,"Genuine OEM take-off driver-side (LH) LED tail light with integrated BLISS (Blind Spot Information System) module for 2019–2024 Ram 2500/3500. The BLISS system uses radar sensors integrated into the tail light housing to monitor adjacent lanes and alert drivers when vehicles are detected — a premium factory safety feature. Removed from a low-mileage vehicle and carefully inspected. Direct-fit, bolt-on installation — no modifications required. Free commercial shipping from Sugar Land, TX. Financing available. VIN verification offered."
51,Tail Lights,2019-2024 Dodge Ram 2500 3500 LED BLISS Tail Light Right Hand Passenger OEM,399.99,415.0,15.01,3.6%,In Stock (2),https://texastruckparts.shop/product/2019-2024-dodge-ram-2500-3500-led-bliss-tail-light-right-hand-passenger-oem/,"Genuine OEM take-off passenger-side (RH) LED tail light with integrated BLISS (Blind Spot Information System) module for 2019–2024 Ram 2500/3500. The factory BLISS module contains radar sensors to monitor adjacent lanes and alert drivers to vehicles in blind spots — a premium factory safety option. 2 units in stock. Carefully removed and inspected from a low-mileage donor vehicle. Direct bolt-on installation using original factory mounting studs and wiring connectors. Free commercial shipping from Sugar Land, TX. Financing available."
52,Tail Lights,2020-2026 Chevy Silverado 3500 Dually Factory Driver Side Tail Light LH OEM,449.99,500.0,50.01,10.0%,In Stock (1),https://texastruckparts.shop/product/2020-2026-chevy-silverado-3500-dually-factory-driver-side-tail-light-lh-oem/,"Genuine OEM factory driver-side (LH) tail light assembly for 2020–2026 Chevy Silverado 3500 dually (DRW) trucks; SKU 20CDL1. Removed from a low-mileage vehicle and carefully inspected by our team. What you see in photos is what you receive. Direct bolt-on installation — no modifications required. Includes original factory mounting studs and wiring connectors. Installation approximately 15 minutes. Meets DOT and SAE standards. Saves 40–60% vs. dealer pricing. Ships from Sugar Land, TX within 1–2 business days. Financing available."
53,Tail Lights,2020-2026 Chevy Silverado 3500 Dually Only Factory Passenger Side Tail Light RH,449.99,500.0,50.01,10.0%,In Stock (1),https://texastruckparts.shop/product/2020-2026-chevy-silverado-3500-dually-only-factory-passenger-side-tail-light-rh/,"Genuine OEM factory passenger-side (RH) tail light assembly for 2020–2026 Chevy Silverado 3500 dually (DRW) trucks; SKU 20CDR1. Removed from a low-mileage truck and carefully inspected. Includes lens, housing, LED/halogen bulb array, wiring harness, and mounting hardware. Direct-fit, bolt-on installation. Meets DOT and SAE standards. OEM take-offs cost 40–60% less than dealer pricing with the same reliability and longevity. Free commercial shipping from Sugar Land, TX. Local pickup available. Financing through Snap, Acima, and Progressive."
54,Tail Lights,2020-2022 Ford Super Duty Factory LED Taillight w/ BLISS OEM LH Driver Side,549.99,574.99,25.0,4.3%,Out of Stock,https://texastruckparts.shop/product/2020-2022-ford-super-duty-factory-led-taillight-w-bliss-oem-lh-driver-side/,Genuine OEM take-off driver-side (LH) LED taillight with integrated BLISS module for 2020–2022 Ford Super Duty; SKU 20FLL1. Features radar sensors integrated into the housing to monitor blind spots — a premium factory safety option commanding higher value than standard units. Removed from a low-mileage truck and carefully inspected. Do not expect a brand-new item — expect factory condition as shown. Direct bolt-on replacement using original factory mounting points and wiring connectors. Installation approximately 15 minutes. Meets DOT and SAE compliance.
55,Tail Lights,2020-2022 Ford Super Duty Factory LED Taillight w/ BLISS OEM RH Passenger,549.99,574.99,25.0,4.3%,Out of Stock,https://texastruckparts.shop/product/2020-2022-ford-super-duty-factory-led-taillight-w-bliss-oem-rh-passenger/,"Genuine OEM take-off passenger-side (RH) LED taillight with integrated BLISS (Blind Spot Information System) module for 2020–2022 Ford Super Duty. Features factory BLISS radar sensors to monitor adjacent lanes — a premium safety option. Removed from a low-mileage vehicle and carefully inspected. Refer to photos for exact condition. The BLISS module must remain intact to maintain blind spot detection functionality. Direct bolt-on installation using factory mounting studs and wiring connector. Installation approximately 15 minutes. Ships from Sugar Land, TX."
56,Tail Lights,2023-2026 Ford F250 F350 F450 Factory Passenger Side Full LED Tail Light BLISS OEM RH,1099.99,1149.99,50.0,4.3%,In Stock (1),https://texastruckparts.shop/product/2023-2026-ford-f250-f350-factory-passenger-side-full-led-tail-light-bliss-oem-rh/,"Genuine OEM take-off passenger-side (RH) full LED tail light assembly with integrated BLISS (Blind Spot Information System) module for 2023–2026 Ford F250/F350/F450. Includes factory BLISS radar sensors for adjacent lane monitoring — significantly more valuable than standard tail lights. Removed from a low-mileage vehicle and carefully inspected. Includes housing, full LED array, wiring connector, and mounting hardware. Standard DOT/SAE compliance. Direct bolt-on — no modifications required. Installation approximately 15 minutes. Ships from Sugar Land, TX. Financing available."
57,Tail Lights,2023-2026 Ford F250 F350 F450 Factory Driver Side Full LED Tail Light w/ BLISS OEM LH,1000.0,1149.99,149.99,13.0%,Out of Stock,https://texastruckparts.shop/product/2023-2026-ford-f250-f350-factory-driver-side-full-led-tail-light-w-bliss-oem-lh/,"Genuine OEM take-off driver-side (LH) full LED tail light with integrated BLISS module for 2023–2026 Ford F250/F350/F450; SKU 23FLL1. Includes radar sensors in the housing to monitor adjacent lanes and alert drivers to blind spot hazards. Removed from a low-mileage vehicle and carefully inspected. Aftermarket replacements lacking the BLISS module will not support blind spot detection — this is a complete factory unit. Direct bolt-on installation using original mounting studs and wiring connectors. Installation approximately 15 minutes. Ships from Sugar Land, TX."
58,Tail Lights,2020-2023 Chevy 2500 3500 Factory Passenger Side Halogen Tail Light RH SRW OEM,74.99,90.0,15.01,16.7%,In Stock (1),https://texastruckparts.shop/product/2020-2023-chevy-2500-3500-factory-passenger-side-halogen-tail-light-rh-srw-oem/,"Genuine OEM take-off passenger-side (RH) halogen tail light for 2020–2023 Chevy Silverado 2500/3500 SRW; SKU 20CHR1. Removed from a low-mileage truck and carefully inspected. Includes lens, housing, bulb array, wiring connector, and mounting hardware. DOT/SAE compliant — prevents moisture intrusion when replacing damaged units. Direct-fit, bolt-on installation in approximately 15 minutes with basic hand tools. Saves 40–60% vs. dealer pricing. Free commercial shipping from Sugar Land, TX. Local pickup available. Financing through multiple providers."
59,Tail Lights,2023-2026 Ford F250 F350 F450 Factory Driver Side Halogen BLISS Tail Light LH,299.99,350.0,50.01,14.3%,Out of Stock,https://texastruckparts.shop/product/2023-2026-ford-f250-f350-f450-factory-driver-side-halogen-bliss-tail-light-lh-12/,"Genuine OEM take-off driver-side (LH) halogen tail light with integrated BLISS (Blind Spot Information System) module for 2023–2026 Ford F250/F350/F450; SKU 23FHBL3. The BLISS module uses radar sensors to monitor adjacent lanes and alert the driver to nearby vehicles — a premium factory safety feature. Removed from a low-mileage truck and inspected. Includes lens, housing, halogen bulb array, wiring connector, and mounting hardware. Direct bolt-on installation in approximately 15 minutes. Ships from Sugar Land, TX within 1–2 business days. Financing available."
60,Accessories & Hardware,2019-2026 Ram 3500 4500 Factory Fifth Wheel Gooseneck Trailer Prep Hitch OEM Mopar,399.99,500.0,100.01,20.0%,In Stock (4),https://texastruckparts.shop/product/2019-2026-ram-3500-4500-factory-fifth-wheel-gooseneck-trailer-prep-hitch-oem-mopar/,"Genuine OEM Mopar take-off fifth wheel/gooseneck trailer prep hitch for 2019–2026 Ram 3500/4500. Removed from a low-mileage vehicle and carefully inspected by our team. 4 units in stock; individual items may vary slightly while maintaining the same part number and fitment. Direct bolt-on installation. VIN verification available by contacting (832) 706-8091. OEM take-offs offer 40–60% savings vs. dealership pricing while maintaining original manufacturer specifications and reliability. Free commercial shipping from Sugar Land, TX. Local pickup available. Financing through Snap, Acima, and Progressive."
61,Accessories & Hardware,2023-2026 Ford F250 F350 F450 Super Duty Factory Fifth Wheel Gooseneck Trailer Prep Hitch OEM,599.99,700.0,100.01,14.3%,Out of Stock,https://texastruckparts.shop/product/2023-2026-ford-f250-f350-f450-super-duty-factory-fifth-wheel-gooseneck-trailer-prep-hitch-oem/,"Genuine OEM take-off factory fifth wheel/gooseneck trailer prep hitch for 2023–2026 Ford F250/F350/F450 Super Duty. Removed from a low-mileage truck and carefully inspected. Refer to photos for exact condition — what you see in photos is what you receive. Direct-fit, bolt-on installation. VIN verification and fitment assistance available. OEM take-off quality at 40–60% less than dealer pricing. Ships from Sugar Land, TX within 1–2 business days via freight carrier. Financing through multiple providers."
62,Accessories & Hardware,2023-2026 Ford F250 F350 Super Duty Stone Grey Painted 8ft Bed Step Panel OEM,324.99,350.0,25.01,7.1%,In Stock (1),https://texastruckparts.shop/product/2023-ford-super-duty-stone-grey-painted-8ft-bed-step-panel-f250-f350-f450-oem/,"Genuine OEM take-off 8-ft bed step panel in Stone Grey (painted) for 2023–2026 Ford F250/F350 Super Duty. Removed from a low-mileage vehicle and carefully inspected. Direct bolt-on installation for compatible Super Duty trucks — SRW and DRW beds are not interchangeable. Confirm fitment using your vehicle VIN before purchasing. Free commercial shipping from Sugar Land, TX. Financing options available through multiple providers. Local pickup available."
63,Accessories & Hardware,2023-2026 Ford F250 F350 Super Duty Star White Painted 8ft Bed Step Panel OEM,324.99,350.0,25.01,7.1%,In Stock (1),https://texastruckparts.shop/product/2023-oem-ford-super-duty-star-white-painted-8ft-bed-step-panel-f250-f350/,"Genuine OEM take-off 8-ft bed step panel in Star White (painted) for 2023–2026 Ford F250/F350 Super Duty. Removed from a low-mileage truck and carefully inspected. Direct-fit, bolt-on installation for 2023–2026 Ford F250/F350 models. Confirm fitment via VIN before purchase. OEM take-off quality at 40–60% below dealer pricing with the same factory engineering and materials. Free commercial shipping from Sugar Land, TX. Local pickup available. Financing through Snap, Acima, and Progressive."
64,Accessories & Hardware,2023-2026 Ford F250 F350 Super Duty Carbonized Grey Painted 8ft Bed Step Panel OEM,324.99,350.0,25.01,7.1%,In Stock (2),https://texastruckparts.shop/product/2023-oem-ford-super-duty-carbonized-grey-painted-8ft-bed-step-panel-f250-f350/,"Genuine OEM take-off 8-ft bed step panel in Carbonized Grey (painted) for 2023–2026 Ford F250/F350 Super Duty. 2 units in stock; individually inspected and photographed — units may vary slightly despite matching part specs. Removed from low-mileage trucks during restoration or upgrades. Direct bolt-on — no modifications needed. VIN verification recommended before purchase. Ships from Sugar Land, TX within 1–2 business days. Financing through Snap, Acima, and Progressive Leasing."
65,Accessories & Hardware,2023-2026 Ford F250 F350 OEM Front Bed Step — Passenger Side RH Factory Take-Off,74.99,90.0,15.01,16.7%,In Stock (1),https://texastruckparts.shop/product/2023-2024-2025-ford-f250-f350-passenger-side-oem-front-bed-step-rh-factory/,"Genuine OEM take-off passenger-side (RH) front bed step for 2023–2026 Ford F250/F350. 6.5-ft short bed, SRW configuration. Removed from a low-mileage truck and carefully inspected. Direct-fit, bolt-on installation. VIN verification and fitment confirmation available upon request. Factory-original specifications ensure reliability at 40–60% savings vs. dealer costs. Free standard shipping to commercial addresses from Sugar Land, TX (13618 Florence Rd). Local pickup available. Financing through Snap Finance, Progressive Leasing, and Acima."
66,Accessories & Hardware,2023-2026 Ford F250 F350 OEM Front Bed Step — Driver Side LH Factory Take-Off,74.99,90.0,15.01,16.7%,In Stock (8),https://texastruckparts.shop/product/2023-2024-2025-ford-f250-f350-driver-side-oem-front-bed-step-lh-factory-take-off/,"Genuine OEM take-off driver-side (LH) front bed step for 2023–2026 Ford F250/F350. 6.5-ft short bed, SRW configuration. 8 units in stock. Removed from low-mileage trucks and carefully inspected. When multiple units are in inventory, individual pieces may differ slightly despite matching part specs. Direct bolt-on installation. Factory-original specifications at 40–60% savings vs. dealer costs. Free standard shipping to commercial addresses from Sugar Land, TX. Local pickup available. Financing through Snap Finance, Progressive Leasing, and Acima."
67,Front Replacement Bumpers,Tough Country Evolution Bullnose Ram 2500/3500 Front Bumper (2019-2024) — Scratch/Dent,1099.99,1099.99,,,In Stock (1),https://texastruckparts.shop/product/tough-country-evolution-bullnose-ram-2500-3500-front-bumper-2019-2024-scratch-dent/,"Heavy-duty aftermarket Tough Country Evolution Bullnose front bumper for 2019–2024 Ram 2500/3500 HD. Factory second/scratch & dent unit — has visible scuffs and scratches, refer to photos before purchase. Constructed from 3/16″ heavy-duty steel with Wrinkle Black Powder Coat finish. Made in USA. Direct bolt-on installation using factory mounting points. Compatible with factory parking sensors and fog lights; retains factory tow hooks. Winch-ready with built-in winch plate. Bullnose styling wraps around front fascia. Typical installation 1–3 hours with two people. Ships free to commercial addresses from Sugar Land, TX. Financing available."
68,Front Replacement Bumpers,Tough Country Traditional Chevy Silverado 2500/3500 Front Bumper (2015-2019) #TFR3415C — Scratch/Dent,1399.99,1399.99,,,In Stock (2),https://texastruckparts.shop/product/tough-country-traditional-chevy-silverado-2500-3500-front-bumper-2015-2019-tfr3415c-scratch-dent/,Heavy-duty aftermarket Tough Country Traditional front bumper for 2015–2019 Chevy Silverado 2500HD/3500HD; part #TFR3415C. Factory overstock unit with visible surface imperfections — review photos before purchase. Built from 3/16″ heavy-duty steel with Gloss Black Powder Coat finish. Made in USA. Direct bolt-on installation for specified model years. Compatible with factory fog lights but NOT compatible with factory front parking sensors. Traditional flat-face styling for classic HD truck appearance. Some applications may require minor modifications for aftermarket exhaust or lift kits. Contact (832) 706-8091 with VIN for fitment confirmation.
69,Front Replacement Bumpers,2025-2026 Ram 2500 3500 One Source Front Replacement Bumper #2270PRS,1749.99,1800.0,50.01,2.8%,In Stock (3),https://texastruckparts.shop/product/2025-2026-ram-2500-3500-ranch-hand-style-front-replacement-bumper-new-one-source/,"Brand-new One Source aftermarket front replacement bumper for 2025–2026 Ram 2500/3500; SKU 2270PRS. Arrives in original packaging, never installed. All mounting hardware, installation brackets, and fasteners included. Direct bolt-on replacement — no cutting, drilling, or modifications required. Features enhanced front-end protection with heavy-gauge steel construction, integrated winch mounts, D-ring attachment points, and LED light bar compatibility. Backed by manufacturer warranty. Ships from Sugar Land, TX within 1–2 business days via freight carrier. Financing through Snap Finance, Progressive Leasing, and Acima."
70,Front Replacement Bumpers,2024-2026 Chevy Silverado 2500 3500 One Source Front Replacement Bumper #2123PRS,1749.99,1800.0,50.01,2.8%,In Stock (2),https://texastruckparts.shop/product/2024-2026-chevy-2500-3500-ranch-hand-style-front-replacement-bumper-new/,"Brand-new One Source aftermarket front replacement bumper for 2024–2026 Chevy Silverado 2500/3500; SKU 2123PRS. Arrives in original factory packaging, never installed or mounted. All mounting hardware, brackets, and fasteners included — no cutting, drilling, or modifications needed. Features enhanced front-end protection, integrated winch mounts for recovery equipment, D-ring attachment points, and modern LED light bar mounts. Backed by manufacturer warranty. Ships within 1–2 business days from Sugar Land, TX. Financing available — no credit verification required."
71,Front Replacement Bumpers,2017-2022 Ford F250 F350 One Source Front Replacement Bumper #2367PRS,1749.99,1800.0,50.01,2.8%,In Stock (1),https://texastruckparts.shop/product/2017-2022-ford-f250-f350-ranch-hand-style-front-replacement-bumper-new/,"Brand-new One Source aftermarket front replacement bumper for 2017–2022 Ford F250/F350; SKU 2367PRS. Arrives in original packaging, never installed. All mounting hardware, installation brackets, and fasteners included. Direct-fit, bolt-on installation — no cutting, welding, or drilling. Features enhanced protection, integrated winch mounts, D-ring attachment points for towing/tie-downs, and heavier-gauge steel vs. factory bumpers. Backed by manufacturer warranty. Texas Truck Parts offers VIN verification for fitment confirmation. Ships from Sugar Land, TX within 1–2 business days. Financing available."
72,Front Replacement Bumpers,2020-2023 Chevy Silverado 2500HD 3500HD One Source Front Replacement Bumper #2122PRS,1699.99,1800.0,100.01,5.6%,In Stock (1),https://texastruckparts.shop/product/2020-2023-chevy-silverado-2500hd-3500hd-one-source-front-replacement-bumper/,"Brand-new One Source aftermarket front replacement bumper for 2020–2023 Chevy Silverado 2500HD/3500HD; SKU 2122PRS. Arrives in original packaging, never installed or mounted. All mounting hardware, brackets, and fasteners included — no modifications required. Direct bolt-on replacement. Aftermarket advantages include heavier-gauge steel construction, integrated winch mounts, D-ring attachment points, better approach angles for off-road use, and LED light bar mount compatibility that factory bumpers lack. Backed by manufacturer warranty. Ships from Sugar Land, TX within 1–2 business days. Financing available."
73,Rear Replacement Bumpers,Tough Country Evolution Ram 2500/3500 Rear Bumper (2010-2024) #EB1034DRSL,849.99,849.99,,,In Stock (3),https://texastruckparts.shop/product/tough-country-evolution-ram-2500-3500-rear-bumper-2010-2024-eb1034drsl/,"Brand-new Tough Country Evolution rear bumper for 2010–2024 Ram 2500/3500 HD (4th gen DS body); part #EB1034DRSL. Built from 3/16″ heavy-duty steel with Wrinkle Black Powder Coat finish. Made in USA. Includes dual 4-inch light cube slots, integrated side steps, and maintains factory receiver hitch. Compatible with factory parking sensors. Direct bolt-on using factory mounting points and supplied hardware in 1–3 hours with two people. Some applications may require minor modifications for aftermarket exhaust, lift kits, or suspension components. Verify fitment before purchase — contact (832) 706-8091 with VIN. Free commercial shipping from Sugar Land, TX."
74,Rear Replacement Bumpers,Ranch Hand Ram 1500 Bumper — Sport Series Rear (2019-2024) #SBD19HBLSL,899.99,899.99,,,In Stock (2),https://texastruckparts.shop/product/2019-2024-ram-1500-ranch-hand-sport-rear-bumper-sbd19hblsl/,"Brand-new Ranch Hand Sport Series rear bumper for 2019–2024 Ram 1500 (5th gen DT body only); part #SBD19HBLSL. Made in USA from 3/16″ diamond plate steel. Note: fits Ram 1500 5th gen DT body ONLY — does NOT fit Ram 1500 Classic (4th gen), EcoDiesel variants, or Ram 2500/3500. Arrives in original factory packaging, never installed. All mounting hardware, brackets, and bolts included. Direct-fit, bolt-on installation — no cutting or drilling for standard setups. Features side-exhaust cutouts on both sides, sensor-ready holes for factory parking assist, factory receiver hitch retained, and textured black powder coat finish. Backed by full manufacturer warranty. Free commercial shipping from Sugar Land, TX. Financing available."
75,Rear Replacement Bumpers,One Source Ford F250 Bumper — Rear Replacement (2017-2026 F250/F350/F450) #4397LS,999.99,999.99,,,Out of Stock,https://texastruckparts.shop/product/2017-2026-ford-f250-f350-f450-one-source-rear-bumper-4397ls-with-steps/,"Brand-new One Source heavy-duty rear replacement bumper for 2017–2026 Ford F250/F350/F450 Super Duty; part #4397LS. Features sensor-ready holes, integrated reverse lights (connects to factory wiring), side steps for bed access, and factory receiver hitch compatibility. Arrives in original packaging, never installed. All mounting hardware and brackets included — no cutting, drilling, or modifications needed for standard installation. Fits all body styles (single cab, super cab, crew cab) and wheel configurations. Some vehicles with aftermarket accessories (lift kits) may require minor modifications. Ships from Sugar Land, TX within 1–2 business days. Financing available."
76,Rear Replacement Bumpers,Tough Country Evolution Ford F250/F350/F450 Rear Bumper (1999-2016) #EB0065FLRS,849.99,849.99,,,In Stock (3),https://texastruckparts.shop/product/tough-country-evolution-ford-f250-f350-f450-rear-bumper-1999-2016-eb0065flrs/,"Brand-new Tough Country Evolution rear bumper for 1999–2016 Ford F250/F350/F450 Super Duty; part #EB0065FLRS. Built from 3/16″ heavy-duty steel with Wrinkle Black Powder Coat finish. Made in USA. Accommodates factory parking sensors, includes a 4-inch light cube slot on the driver side, and features integrated side steps on each side. Factory receiver hitch is retained. Direct bolt-on using factory mounting points and supplied hardware in 1–3 hours. Some applications may require minor modifications for aftermarket exhaust, lift kits, or suspension components. Free commercial shipping from Sugar Land, TX. Financing available."
77,Rear Replacement Bumpers,2017-2026 Ford F-250 F-350 F-450 Tough Country Evolution Rear Bumper #EB2017FLRS,999.99,1599.99,600.0,37.5%,In Stock (5),https://texastruckparts.shop/product/2017-2026-ford-f250-f350-f450-tough-country-ranch-style-rear-replacement-bumper/,"Brand-new Tough Country Evolution rear bumper for 2017–2026 Ford F250/F350/F450 Super Duty; SKU EB2017FLRS. Arrives in original packaging, never installed or mounted. All mounting hardware, installation brackets, and fasteners included. Direct-fit, bolt-on replacement — no cutting, welding, or drilling required. Features enhanced rear protection, integrated winch mounts, D-ring attachment points for towing, heavier-gauge steel construction, improved approach angles for off-road use, and modern aesthetic upgrades. Backed by manufacturer warranty. Standard tools and floor jack sufficient for installation. Ships from Sugar Land, TX within 1–2 business days. Financing available."
78,Grill Guards,Tough Country Traditional GMC Sierra 2500/3500 Grill Guard (2024-2026) #BG2525G,599.99,599.99,,,In Stock (15),https://texastruckparts.shop/product/tough-country-traditional-gmc-sierra-2500-3500-grill-guard-2024-2026-bg2525g/,"Brand-new Tough Country Traditional grill guard for 2024–2026 GMC Sierra 2500/3500; SKU BG2525G. Arrives unopened in original manufacturer packaging, never installed. Gloss Black Powder Coat finish. Tough Country is known for premium USA-made truck bumpers and accessories with lifetime warranty. Bolt-on replacement designed for factory mounting locations — no cutting or drilling needed. Includes all mounting hardware and brackets. 15 units in stock. Verify compatibility with your specific year, model, and trim before ordering. VIN verification available. Ships from Sugar Land, TX within 1–2 business days. Financing through Snap Finance, Progressive Leasing, and Acima."
79,Wheels & Tires,KMC IMS KM552 20×9 +0 Wheels on Nitto Ridge Grappler 37×12.5×20 — Ford F250/F350 Set,3949.99,3949.99,,,Out of Stock,https://texastruckparts.shop/product/kmc-ims-km552-20x9-0-wheels-on-nitto-ridge-grappler-37x12-5x20-ford-f250-f350-set/,"Complete 4-wheel package: KMC KM552 IMS wheels (20″ × 9″, +0 offset, 8×170 bolt pattern, machined finish; part KM552SD20908718) paired with Nitto Ridge Grappler 37×12.50R20 hybrid all-terrain/mud-terrain tires. Set arrives mounted and balanced with lug nuts and TPMS sensors included. Current production date-code tires ready to install. Fits Ford F250/F350 Super Duty (1999–2025) with 8×170 bolt pattern. Buyer responsible for verifying fitment including brake-caliper and fender clearance. May require fender trimming or leveling/lift kit. Ships from Sugar Land, TX within 1–3 business days via freight carrier."
80,Wheels & Tires,American Force Iceberg SS Wheels 20×10 + Nitto Ridge Grappler 37×12.5 Tire Set (Ford Super Duty),6000.0,6000.0,,,In Stock (1),https://texastruckparts.shop/product/american-force-iceberg-ss-20x10-nitto-ridge-grappler-37x12-5-wheel-tire-set-ford-super-duty/,"Complete wheel and tire package: American Force Iceberg SS forged polished wheels (20×10, -25mm offset, 8×170mm bolt pattern) paired with Nitto Ridge Grappler 37×12.50R20 hybrid all-terrain/mud-terrain tires. Wheels forged from a single piece of 6061-T6 aluminum for superior strength and weight savings. Set arrives mounted, balanced, with TPMS sensors installed and chrome lug nuts included. Brand new, never installed. Fits Ford F250/F350 Super Duty (1999+, SRW only) — does NOT fit F-150 (6×135mm) or dually configurations. Installation of 37-inch tires typically requires suspension modifications or leveling kits; four-wheel alignment strongly recommended after installation. Free commercial shipping from Sugar Land, TX. Local pickup available. Financing through Snap Finance, Progressive Leasing, and Acima."
